"SimulationNo","PercentVar","Rhat_k","Rhat_l","Rhat_s"
"119Mcmc.Rdata","Var_001",1.00659635655825,0.999403852194224,1.00616993545547
"11Mcmc.Rdata","Var_001",1.06313750064196,1.00081052373421,1.06104295740341
"131Mcmc.Rdata","Var_001",1.00352926661949,0.999346776376931,1.00432416626976
"143Mcmc.Rdata","Var_001",1.00315550205624,0.999339682194686,1.00422424274492
"155Mcmc.Rdata","Var_001",1.01289251247203,0.999578701997003,1.01272632991828
"167Mcmc.Rdata","Var_001",1.01403598094476,0.99958324009602,1.01419837143345
"179Mcmc.Rdata","Var_001",1.01085862935828,0.999474111767689,1.00959040175175
"191Mcmc.Rdata","Var_001",1.00152841107757,0.999252510484435,1.00189775776014
"203Mcmc.Rdata","Var_001",1.03765711581062,1.00028542287834,1.0363153241239
"215Mcmc.Rdata","Var_001",0.99951840908623,0.999208023536494,0.999438298518575
"227Mcmc.Rdata","Var_001",1.00034989727821,0.999239275066375,0.999778652954476
"239Mcmc.Rdata","Var_001",1.03376748571738,1.00010198284176,1.03445130429322
"23Mcmc.Rdata","Var_001",1.01371860038506,0.999589255219853,1.01152479499253
"251Mcmc.Rdata","Var_001",1.00975602645857,0.999475503303833,1.00750098663132
"263Mcmc.Rdata","Var_001",1.0053037824098,0.999358553836858,1.00427369380966
"275Mcmc.Rdata","Var_001",1.02404241202487,0.999848549131104,1.02078121196091
"287Mcmc.Rdata","Var_001",1.02026225710519,0.999745678926058,1.01916494333427
